355 300.3696 2503.6264 14.6031	307 298.0833 2505.8032 14.4715
744 5855.5927 6293.3512 14.0376	643 5854.8863 6293.8361 14.1452
251 1550.5149 1789.8712 14.6696	214 1548.3710 1792.4295 14.7187
294 5576.3814 2082.5453 14.2121	249 5575.0531 2083.4757 14.2327
886 3860.5156 6014.4202 14.8135	725 3859.9697 6015.4202 15.0122
120 3643.1770 759.4639 12.9842	92 3641.4710 761.3546 12.9888
771 2430.5434 6021.4054 14.6589	743 2429.6044 6023.7148 14.7059
320 9446.9310 2295.6393 13.8897	271 9444.9177 2296.3866 13.9309
426 3751.2202 3011.3251 14.7934	372 3749.9420 3013.3203 14.8298
275 3640.4220 1994.7833 14.3819	235 3638.8541 1996.8513 14.3478
884 1544.5987 5512.7202 13.6889	747 1543.2019 5515.0860 99.0000
810 1321.4770 5252.7188 13.4607	732 1319.8817 5254.5649 13.5147
403 5974.8989 2798.5490 14.6816	348 5973.5449 2800.1188 14.5930
762 8006.2888 6135.8877 13.1312	661 8004.9820 6136.3849 13.1472
290 5556.3731 2053.0370 14.4973	241 5554.9740 2053.8142 14.5105
799 5457.5575 5721.5924 14.9692	752 5457.1313 5723.0675 15.1076
775 1861.0234 6000.7153 14.0884	683 1859.6317 6002.3558 14.0540
170 9194.7952 1141.2171 14.5862	134 9192.2495 1141.3815 14.7071
453 4051.5992 3181.4743 14.0576	389 4049.8829 3182.3830 13.8692
329 6749.7273 2338.6538 13.8767	283 6747.4006 2339.5682 13.9590
34 2841.9954 269.0635 14.3953	37 2839.7934 271.4664 14.5752
8 4566.9133 32.2378 14.8246	4 4564.0977 34.0557 14.8460
292 9291.1608 2059.2735 14.5488	243 9288.9339 2059.2394 14.5697
575 1073.2066 4125.3465 99.0000	511 1072.4454 4127.5854 14.5571
880 3885.8746 5290.4883 13.1969	695 3885.3707 5292.2874 13.2054
738 6162.4251 6323.3911 14.8227	637 6161.3114 6323.8621 15.0178
222 6451.9193 1549.7794 14.5562	194 6449.3914 1550.9362 99.0000
894 1025.5071 5573.7821 99.0000	680 1024.0851 5575.4378 15.0137
780 2519.6323 5979.4482 14.8789	740 2519.3582 5981.4465 14.9985
190 1096.6273 1285.4663 13.6021	152 1094.1112 1287.1844 13.6185
21 3207.9536 203.7072 13.3341	27 3205.1001 205.0601 13.3790
220 5648.1066 1540.4911 14.7967	192 5646.7717 1541.8918 14.7490
735 1612.2594 6335.0481 14.9281	631 1612.1327 6337.1055 14.8729
431 6815.9494 3034.6444 99.0000	377 6814.1442 3036.1361 14.6881
264 9139.4934 1894.2940 14.9524	227 9138.2964 1894.3909 15.0591
885 6253.1218 5289.2364 14.8577	692 6251.4700 5290.1218 14.9183
25 3208.6262 205.3697 13.3617	29 3206.4214 207.7850 13.4117
27 4326.7159 231.5843 14.3462	34 4325.0956 232.9378 14.4424
52 3607.1465 343.9481 13.7061	55 3605.5671 345.6038 13.7505
547 5102.5780 3989.7599 14.4060	494 5101.9531 3990.9258 99.0000
774 8849.8666 6058.3104 14.7777	705 8849.5828 6059.2088 14.7924
522 4012.0061 3747.5479 14.8890	463 4010.9882 3749.6233 14.9346
166 618.4898 1096.3700 14.2606	130 616.3195 1099.3761 14.2339
405 864.9285 2832.4760 12.8968	349 862.5692 2834.3896 12.9116
546 907.6753 3968.4554 15.0755	488 905.7425 3970.1165 15.1237
440 8693.2178 3084.0311 14.3116	381 8692.3951 3084.1929 14.4202
221 358.9263 1534.4916 15.1505	193 356.1892 1536.5983 15.3377
690 274.1822 4918.1793 14.7253	596 273.7306 4920.1912 14.6502
786 6723.1817 5539.4684 13.8180	677 6723.0384 5540.2707 13.7894
146 7463.1837 968.4169 15.1028	115 7461.0349 968.4280 15.1187
371 8955.4515 2564.2395 15.3308	314 8953.3516 2564.0344 15.3274
815 1732.9430 5316.3129 14.6351	719 1731.1429 5318.1286 14.5891
538 1993.6062 3908.2046 15.0499	482 1991.5209 3909.7692 15.1665
457 5759.3945 3216.1315 15.1193	399 5757.4960 3217.9083 15.1527
182 3850.5771 1215.0948 15.1620	147 3848.7442 1215.9051 15.3321
825 4563.3027 5188.8000 15.3212	706 4562.5064 5190.8793 15.3019
261 4093.6654 1855.8414 14.6637	224 4091.7990 1856.5424 14.8094
616 1813.6146 4476.3541 13.8492	540 1813.1534 4478.1809 13.8598
704 589.9425 4994.2668 14.9680	611 589.3937 4995.9235 99.0000
180 7716.9565 1232.2618 14.1151	146 7715.4722 1232.3438 14.1225
24 1639.7184 225.3746 13.7301	28 1636.6141 227.1535 13.8088
769 4793.9309 5640.6466 14.8700	674 4793.8419 5641.8500 14.9689
654 1696.2755 4683.0808 14.6616	572 1694.4351 4684.5070 14.7021
156 5618.5010 1012.4520 14.4301	120 5616.0784 1012.8681 14.3015
695 10.5005 4948.5603 14.4083	601 10.1785 4950.9747 14.4352
816 5080.0095 5237.9685 15.2617	707 5079.4721 5239.8906 15.2213
726 757.6996 5102.4071 13.7151	624 757.2520 5104.0230 13.6891
162 6454.4165 1063.2834 14.9430	126 6451.8629 1063.5710 14.9954
559 5857.7263 4051.4265 14.9767	500 5857.2546 4052.1976 15.0292
28 518.6003 220.0150 14.8361	32 515.4626 221.8692 15.0091
322 668.9863 2273.9674 14.1401	276 667.8231 2275.5910 14.2354
385 3184.1073 2650.1494 15.0630	331 3182.0116 2650.9956 15.1248
496 3512.3234 3578.6920 14.7447	442 3511.0128 3579.3589 14.8726
783 1553.3225 5516.9976 99.0000	712 1551.8013 5519.7585 99.0000
207 8992.0149 1433.7368 14.5446	180 8989.1474 1434.1094 14.6591
608 3239.0623 4378.3940 14.9534	533 3237.6334 4379.0724 15.0684
406 417.2514 2820.9462 13.7705	353 414.6186 2822.9421 13.9256
760 6212.6149 6163.2272 15.0788	652 6210.9008 6164.3982 15.2027
334 6636.5654 2356.8827 14.8047	287 6633.8582 2357.9854 14.8922
140 5320.3224 930.6314 15.0052	110 5319.2120 931.7743 15.0679
10 914.3363 50.9317 14.7542	8 912.0039 52.1637 14.8310
359 1219.0700 2516.0749 14.9307	309 1218.1521 2518.8034 15.0988
158 3269.5154 1040.8978 15.0773	121 3267.9037 1043.5318 15.0957
745 5652.3392 6290.2052 15.4880	642 5652.5455 6291.7771 15.4341
19 9061.5132 168.4631 14.9788	25 9060.2308 169.3726 15.0401
646 4892.5289 4651.4532 14.9065	567 4892.2847 4652.1494 14.9264
549 8440.2301 3977.3547 15.1028	491 8438.0948 3978.5104 15.1684
323 5674.1915 2324.6687 12.9307	280 5672.0715 2326.8665 12.9594
13 8977.7087 93.1800 15.0394	11 8976.4761 94.0798 15.0611
882 4283.8487 5432.1208 15.2872	690 4282.1361 5432.5568 15.2903
852 1192.5646 5690.0075 13.0109	749 1190.5127 5691.5554 13.1161
200 3993.2966 1342.6367 14.8120	167 3991.5830 1345.3435 14.9814
683 1112.9319 4864.7230 14.8981	593 1112.9809 4866.8525 15.1413
656 3242.8091 4739.9096 13.1525	573 3240.4022 4741.8428 99.0000
45 5960.7728 295.9383 99.0000	45 5957.3958 296.3331 99.0000
514 2182.4842 3658.7967 14.9853	455 2179.7384 3660.3376 14.9505
35 6017.3989 302.6015 13.4354	35 6014.8585 305.0170 13.3705
844 4948.8715 5277.3352 15.2201	744 4949.2303 5278.6850 15.3403
111 4527.0326 668.3665 14.8923	88 4526.2371 669.6139 15.0147
684 1248.6835 4934.1480 13.0394	594 1248.9095 4936.5189 13.0051
317 739.5111 2246.3074 15.3778	267 739.0166 2247.9913 15.3332
118 8774.5195 717.3327 14.5135	91 8773.3599 716.7070 14.3296
753 400.6813 6252.9802 14.7099	647 399.4977 6253.7507 14.6042
413 5762.0596 2867.0852 14.7122	361 5761.9991 2868.0929 14.8620
834 7840.6162 5375.6192 14.9710	693 7841.2487 5376.2848 15.0348
68 933.5125 341.7826 14.7187	59 930.2307 345.2594 14.6988
254 1967.5967 1785.5392 15.0220	212 1967.1093 1788.2003 15.1668
689 281.7805 4922.1343 99.0000	597 279.4299 4923.3223 14.6814
171 8554.5465 1127.5465 14.8995	132 8553.8930 1128.9899 14.7525
212 6574.7121 1483.5604 99.0000	178 6574.4396 1484.6636 99.0000
792 1546.7903 5513.8474 13.7835	731 1544.1890 5515.3243 99.0000
47 5969.9786 297.3566 99.0000	43 5969.4182 298.5576 99.0000
153 831.9617 1051.1867 13.2103	119 831.2308 1054.4048 13.1556
845 7052.4018 5888.2562 14.6562	722 7053.1023 5889.8293 14.5949
722 7877.0922 5083.5557 14.8762	625 7875.3628 5085.7088 14.9406
51 5912.9652 311.2788 14.9872	50 5911.7847 313.8782 14.7207
748 5140.5195 6262.1537 15.3090	646 5141.5697 6263.7249 15.3722
340 6080.1520 2401.1346 14.6610	296 6076.7851 2403.0318 14.8190
652 9485.5414 4682.6389 14.7385	571 9485.7997 4684.1760 14.7530
85 6645.3441 456.9007 15.1787	69 6641.6339 456.7231 15.0876
424 7674.9459 2993.0209 99.0000	371 7672.6386 2991.9635 14.5563
126 6233.4803 773.9303 14.2798	97 6232.7098 776.3398 14.4579
544 6705.1129 3934.4215 15.4200	486 6702.6993 3936.8996 15.3268
9 5590.2131 34.5888 15.1861	7 5588.0253 37.7374 15.2854
83 4824.4600 460.5790 14.6645	70 4823.4541 460.3805 14.7261
